Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Sweet Machine,Sweet Machine,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Zowie,Zowie,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Shunda K,Shunda K,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Steed Lord,Steed Lord,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Radio Sloan,Radio Sloan,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Mocky,Mocky,,1,2,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Chilly Gonzales,Chilly Gonzales,,1,2,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Evil Beaver,Evil Beaver,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
MU (musician),MU (musician),,2,2,10,0.161911,0.167059,3891.985251,0.000188,0.000188,4,0.000034,0,0,0,0.012856
Louie Austen,Louie Austen,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Dan Mancini,Dan Mancini,,1,1,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Mignon (musician),Mignon (musician),,1,2,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
JD Samson,JD Samson,,1,2,10,0.160506,0.165112,0,0.000125,0.000125,25,0.000021,0,0,0,0.007761
Skunk (band),Skunk (band),,2,2,10,0.161375,0.16634,0,0.000191,0.000191,24,0.000031,0,1,1,0.010253
Andrew W.K.,Andrew W.K.,,1,1,10,0.157327,0.161433,0,0.000085,0.000085,24,0.00002,0,0,0,0.004294
Chavez (band),Chavez (band),,3,4,10,0.161597,0.166772,1398.330179,0.000209,0.000209,24,0.000046,0,0.666667,2,0.01507
Jake Bugg,Jake Bugg,,2,2,9,0.16141,0.166102,4137.181799,0.000123,0.000123,24,0.000034,0,0,0,0.008122
Bonnie 'Prince' Billy,Bonnie 'Prince' Billy,,1,1,10,0.157327,0.161433,0,0.000085,0.000085,24,0.00002,0,0,0,0.004294
Sonic's Rendezvous Band,Sonic's Rendezvous Band,,1,1,10,0.156781,0.160642,0,0.000082,0.000082,7,0.000021,0,0,0,0.0033
Destroy All Monsters (band),Destroy All Monsters (band),,1,1,10,0.156781,0.160642,0,0.000082,0.000082,7,0.000021,0,0,0,0.0033
Silver Starling,Silver Starling,,1,1,10,0.143823,0.14702,0,0.000027,0.000027,4,0.000025,0,0,0,0.001744
Kepler (band),Kepler (band),,1,1,10,0.143825,0.147037,0,0.000031,0.000031,4,0.000022,0,0,0,0.00218
Thee Silver Mt. Zion,Thee Silver Mt. Zion,,1,1,10,0.145216,0.148639,0,0.000032,0.000032,4,0.000021,0,0,0,0.002698
Michael Feuerstack,Michael Feuerstack,,1,1,10,0.146435,0.149873,0,0.000042,0.000042,4,0.000019,0,0,0,0.003324
Kaveh Nabatian,Kaveh Nabatian,,2,2,10,0.146695,0.150254,1.733333,0.000073,0.000073,4,0.000032,0,0,0,0.006022
The Luyas,The Luyas,,3,4,10,0.146438,0.149933,0.666667,0.000109,0.000109,4,0.000044,0,0.666667,2,0.008135
The Constantines,The Constantines,,1,1,10,0.14641,0.150013,0,0.000044,0.000044,4,0.000024,0,0,0,0.003008
The Hidden Cameras,The Hidden Cameras,,1,1,10,0.14641,0.150013,0,0.000044,0.000044,4,0.000024,0,0,0,0.003008
K-os,K-os,,1,1,10,0.14641,0.150013,0,0.000044,0.000044,4,0.000024,0,0,0,0.003008
Great Lake Swimmers,Great Lake Swimmers,,1,1,10,0.14641,0.150013,0,0.000044,0.000044,4,0.000024,0,0,0,0.003008
Jim Guthrie (singer-songwriter),Jim Guthrie (singer-songwriter),,1,1,10,0.14641,0.150013,0,0.000044,0.000044,4,0.000024,0,0,0,0.003008
Gentleman Reg,Gentleman Reg,,2,2,10,0.149538,0.153817,1528.921728,0.000077,0.000077,4,0.000039,0,0,0,0.00695
Kevin Hearn,Kevin Hearn,,1,1,10,0.14641,0.150013,0,0.000044,0.000044,4,0.000024,0,0,0,0.003008
Jesse Quin & The Mets,Jesse Quin & The Mets,,1,1,10,0.147403,0.150937,0,0.000037,0.000037,4,0.000022,0,0,0,0.003297
Laura Marling,Laura Marling,,1,2,10,0.147403,0.150937,0,0.000037,0.000037,4,0.000022,0,0,0,0.003297
Orphan Colours,Orphan Colours,,1,2,10,0.147403,0.150937,0,0.000037,0.000037,4,0.000022,0,0,0,0.003297
Emmy the Great,Emmy the Great,,1,2,10,0.147403,0.150937,0,0.000037,0.000037,4,0.000022,0,0,0,0.003297
Charlie Fink,Charlie Fink,,1,1,10,0.147403,0.150937,0,0.000037,0.000037,4,0.000022,0,0,0,0.003297
Johnny Flynn & The Sussex Wit,Johnny Flynn & The Sussex Wit,,1,1,10,0.147403,0.150937,0,0.000037,0.000037,4,0.000022,0,0,0,0.003297
British Sea Power,British Sea Power,,1,1,10,0.14433,0.14764,0,0.000027,0.000027,4,0.000024,0,0,0,0.002407
Thee Silver Mt. Zion Memorial Orchestra & Tra-La-La Band,Thee Silver Mt. Zion Memorial Orchestra & Tra-La-La Band,,1,1,10,0.14433,0.14764,0,0.000027,0.000027,4,0.000024,0,0,0,0.002407
Godspeed You! Black Emperor,Godspeed You! Black Emperor,,1,1,10,0.14433,0.14764,0,0.000027,0.000027,4,0.000024,0,0,0,0.002407
Basia Bulat,Basia Bulat,,1,1,10,0.14433,0.14764,0,0.000027,0.000027,4,0.000024,0,0,0,0.002407
Wolf Parade,Wolf Parade,,1,1,10,0.143824,0.147028,0,0.000029,0.000029,4,0.000023,0,0,0,0.001971
Emilie Simon,Emilie Simon,,1,1,10,0.144614,0.147859,0,0.000027,0.000027,4,0.000023,0,0,0,0.001985
Stars Like Fleas,Stars Like Fleas,,2,2,10,0.146737,0.150432,0,0.000062,0.000062,4,0.000035,0,1,1,0.006023
A Million Billion,A Million Billion,,1,1,10,0.144333,0.147599,0,0.000029,0.000029,4,0.000022,0,0,0,0.002431
Cursive (band),Cursive (band),,1,1,10,0.144333,0.147599,0,0.000029,0.000029,4,0.000022,0,0,0,0.002431
BadBadNotGood,BadBadNotGood,,1,1,9,0.160368,0.164725,0,0.000099,0.000099,4,0.000019,0,0,0,0.005258
Jerry Fuchs,Jerry Fuchs,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
Museum of Love,Museum of Love,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
Nancy Whang,Nancy Whang,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
New Build,New Build,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
Classixx,Classixx,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
Gavin Russom,Gavin Russom,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
David Scott Stone,David Scott Stone,,2,2,9,0.164913,0.170448,20547.339007,0.000201,0.000201,4,0.000031,0,0,0,0.013188
Atomic Bomb! Band,Atomic Bomb! Band,,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
Doldrums (band),Doldrums (band),,1,1,10,0.147156,0.150913,0,0.000063,0.000063,4,0.000021,0,0,0,0.005095
The Mountain Goats,The Mountain Goats,,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
Picastro,Picastro,,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
Enter the Haggis,Enter the Haggis,,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
Les Mouches (band),Les Mouches (band),,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
Katie Stelmanis,Katie Stelmanis,,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
Foxes in Fiction,Foxes in Fiction,,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
CFCF (musician),CFCF (musician),,1,1,10,0.147249,0.151173,0,0.000034,0.000034,4,0.000023,0,0,0,0.003942
Clues (band),Clues (band),,1,1,10,0.143825,0.147032,0,0.000027,0.000027,4,0.000026,0,0,0,0.001894
Think About Life,Think About Life,,1,1,10,0.143825,0.147032,0,0.000027,0.000027,4,0.000026,0,0,0,0.001894
White Stripes,White Stripes,,1,1,10,0.143825,0.147032,0,0.000027,0.000027,4,0.000026,0,0,0,0.001894
Antony & The Johnsons,Antony & The Johnsons,,1,1,10,0.143825,0.147032,0,0.000027,0.000027,4,0.000026,0,0,0,0.001894
Torngat,Torngat,,1,1,10,0.143829,0.14705,0,0.00003,0.00003,4,0.000021,0,0,0,0.002266
Alvino Rey,Alvino Rey,,1,1,10,0.147372,0.1514,0,0.000444,0.000444,26,0.00002,0,0,0,0.003675
Four King Cousins,Four King Cousins,,1,2,10,0.147372,0.1514,0,0.000444,0.000444,26,0.00002,0,0,0,0.003675
Frank DeVol,Frank DeVol,,1,1,10,0.147372,0.1514,0,0.000444,0.000444,26,0.00002,0,0,0,0.003675
Buddy Cole (musician),Buddy Cole (musician),,1,1,10,0.147372,0.1514,0,0.000444,0.000444,26,0.00002,0,0,0,0.003675
Common Prayer,Common Prayer,,2,2,9,0.151846,0.156162,0,0.00005,0.00005,4,0.000033,0,1,1,0.007328
Jon Natchez,Jon Natchez,,1,1,10,0.146734,0.150389,0,0.000033,0.000033,4,0.00002,0,0,0,0.003592
Christian Hardy,Christian Hardy,,1,1,10,0.146734,0.150389,0,0.000033,0.000033,4,0.00002,0,0,0,0.003592
Jill Sobule,Jill Sobule,,2,2,9,0.158082,0.162293,4118.938276,0.000075,0.000075,12,0.000033,0,0,0,0.00596
The Superions,The Superions,,1,1,10,0.15624,0.160621,0,0.000057,0.000057,15,0.000019,0,0,0,0.004501
Kate Pierson,Kate Pierson,,3,3,9,0.178758,0.18508,17323.900662,0.000512,0.000512,15,0.00004,0,0,0,0.024076
Ish Ledesma,Ish Ledesma,,1,1,10,0.15624,0.160621,0,0.000057,0.000057,15,0.000019,0,0,0,0.004501
Bryn Christopher,Bryn Christopher,,1,1,9,0.155085,0.159147,0,0.000095,0.000095,25,0.00002,0,0,0,0.003188
Ella Eyre,Ella Eyre,,1,1,9,0.155085,0.159147,0,0.000095,0.000095,25,0.00002,0,0,0,0.003188
Sigma (duo),Sigma (duo),,2,2,9,0.163937,0.169285,1501.617806,0.000271,0.000271,25,0.000032,0,0,0,0.010407
Clark Gesner,Clark Gesner,,1,2,9,0.153271,0.157024,0,0.000084,0.000084,25,0.000025,0,0,0,0.002289
John Lurie,John Lurie,,1,1,9,0.157256,0.161405,0,0.000109,0.000109,14,0.000019,0,0,0,0.00328
Theatre Is Evil,Theatre Is Evil,,1,1,10,0.150104,0.153582,0,0.000035,0.000035,1,0.000022,0,0,0,0.002131
Gretchen Phillips,Gretchen Phillips,,1,1,10,0.150104,0.153582,0,0.000035,0.000035,1,0.000022,0,0,0,0.002131
Keb Mo,Keb Mo,,1,1,9,0.150966,0.154393,0,0.00004,0.00004,1,0.000022,0,0,0,0.00196
Trina Hamlin,Trina Hamlin,,1,1,9,0.150966,0.154393,0,0.00004,0.00004,1,0.000022,0,0,0,0.00196
Cipher (dark ambient band),Cipher (dark ambient band),,1,1,10,0.149413,0.153351,0,0.000046,0.000046,15,0.000021,0,0,0,0.00292
Steve Lawson (musician),Steve Lawson (musician),,1,1,10,0.149413,0.153351,0,0.000046,0.000046,15,0.000021,0,0,0,0.00292
Memories of Machines,Memories of Machines,,2,2,9,0.165082,0.170572,0,0.000275,0.000275,15,0.00003,0,1,1,0.016489
Incredible Expanding Mindfuck,Incredible Expanding Mindfuck,,2,3,9,0.165082,0.170572,0,0.000275,0.000275,15,0.00003,0,1,1,0.016489
Blackfield,Blackfield,,2,2,9,0.165082,0.170572,0,0.000275,0.000275,15,0.00003,0,1,1,0.016489
Mick Karn,Mick Karn,,1,1,10,0.157207,0.161632,0,0.00012,0.00012,15,0.000019,0,0,0,0.006894
California Guitar Trio,California Guitar Trio,,1,1,10,0.155915,0.160182,0,0.000093,0.000093,15,0.00002,0,0,0,0.00402
Gang of Four (band),Gang of Four (band),,1,1,10,0.15584,0.159953,0,0.000084,0.000084,15,0.000019,0,0,0,0.003396
Andy Yorke,Andy Yorke,,1,1,10,0.155426,0.159575,0,0.000089,0.000089,15,0.000021,0,0,0,0.003799
Pearlfishers,Pearlfishers,,1,1,10,0.155426,0.159575,0,0.000089,0.000089,15,0.000021,0,0,0,0.003799
Lewis Taylor,Lewis Taylor,,1,1,10,0.155426,0.159575,0,0.000089,0.000089,15,0.000021,0,0,0,0.003799
Sweet Billy Pilgrim,Sweet Billy Pilgrim,,1,1,10,0.155426,0.159575,0,0.000089,0.000089,15,0.000021,0,0,0,0.003799
BB Odom and the Gold Tops,BB Odom and the Gold Tops,,1,1,9,0.161269,0.165449,0,0.000127,0.000127,4,0.000021,0,0,0,0.006744
Blues Brothers,Blues Brothers,,1,1,9,0.161269,0.165449,0,0.000127,0.000127,4,0.000021,0,0,0,0.006744
Chuck Jackson (musician),Chuck Jackson (musician),,1,2,9,0.161269,0.165449,0,0.000127,0.000127,4,0.000021,0,0,0,0.006744
Billy Bryans,Billy Bryans,,1,1,9,0.161269,0.165449,0,0.000127,0.000127,4,0.000021,0,0,0,0.006744
Cameo Blues Band,Cameo Blues Band,,2,2,9,0.162566,0.166916,5366.838173,0.000149,0.000148,4,0.000034,0,0,0,0.008585
James Shaw (musician),James Shaw (musician),,1,1,10,0.158868,0.162678,0,0.000096,0.000096,4,0.000024,0,0,0,0.00368
Stars (Canadian band),Stars (Canadian band),,1,1,10,0.158868,0.162678,0,0.000096,0.000096,4,0.000024,0,0,0,0.00368
Minipop,Minipop,,1,1,10,0.158868,0.162678,0,0.000096,0.000096,4,0.000024,0,0,0,0.00368
Emily Haines and the Soft Skeleton,Emily Haines and the Soft Skeleton,,1,1,10,0.158868,0.162678,0,0.000096,0.000096,4,0.000024,0,0,0,0.00368
Bang Lime,Bang Lime,,1,2,10,0.158868,0.162678,0,0.000096,0.000096,4,0.000024,0,0,0,0.00368
Broken Social Scene,Broken Social Scene,,2,3,10,0.158871,0.162713,0,0.00019,0.00019,4,0.000038,0,1,1,0.006643
Amy Millan,Amy Millan,,1,1,10,0.158868,0.162678,0,0.000096,0.000096,4,0.000024,0,0,0,0.00368
Julian Lennon,Julian Lennon,,2,2,9,0.172619,0.177837,15264.553711,0.000332,0.000332,4,0.000029,0,0,0,0.010703
Jody Harris,Jody Harris,,1,2,9,0.163024,0.166953,0,0.00013,0.00013,4,0.000019,0,0,0,0.003942
Lloyd Cole,Lloyd Cole,,1,1,9,0.163024,0.166953,0,0.00013,0.00013,4,0.000019,0,0,0,0.003942
Number19,Number19,,1,1,10,0.158858,0.162627,0,0.000087,0.000087,4,0.000025,0,0,0,0.002901
Lucibel Crater,Lucibel Crater,,1,1,10,0.158858,0.162627,0,0.000087,0.000087,4,0.000025,0,0,0,0.002901
Puracane,Puracane,,1,1,10,0.158858,0.162627,0,0.000087,0.000087,4,0.000025,0,0,0,0.002901
BM Linx,BM Linx,,1,1,10,0.158858,0.162627,0,0.000087,0.000087,4,0.000025,0,0,0,0.002901
Bush (Canadian band),Bush (Canadian band),,2,2,9,0.170119,0.175197,9043.338519,0.000272,0.000272,4,0.000032,0,0,0,0.008746
John Kay (musician),John Kay (musician),,2,2,9,0.171606,0.177142,9883.257475,0.000316,0.000316,4,0.000031,0,0,0,0.013905
"Mandala, formerly the Five Rogues","Mandala, formerly the Five Rogues",,1,1,9,0.167411,0.172047,0,0.000233,0.000233,4,0.000019,0,0,0,0.005967
Tycoon (band),Tycoon (band),,1,1,10,0.159289,0.163202,0,0.0001,0.0001,4,0.000022,0,0,0,0.003914
Rough Trade (band),Rough Trade (band),,1,1,10,0.159289,0.163202,0,0.0001,0.0001,4,0.000022,0,0,0,0.003914
The Lincolns,The Lincolns,,1,1,10,0.159289,0.163202,0,0.0001,0.0001,4,0.000022,0,0,0,0.003914
Jon and Lee & The Checkmates,Jon and Lee & The Checkmates,,1,1,10,0.159289,0.163202,0,0.0001,0.0001,4,0.000022,0,0,0,0.003914
Dino Saluzzi,Dino Saluzzi,,1,1,10,0.146746,0.15068,0,0.000289,0.000289,26,0.00002,0,0,0,0.003251
Don Cherry (jazz),Don Cherry (jazz),,1,1,10,0.146746,0.15068,0,0.000289,0.000289,26,0.00002,0,0,0,0.003251
Egberto Gismonti,Egberto Gismonti,,1,1,10,0.150063,0.155,0,0.001411,0.001411,26,0.000017,0,0,0,0.008903
Chris Anderson (pianist),Chris Anderson (pianist),,3,3,9,0.179483,0.187225,7526.843191,0.00866,0.00866,26,0.000034,0,0,0,0.046874
Ernie Watts,Ernie Watts,,3,3,9,0.157593,0.163702,9424.44676,0.002323,0.002323,26,0.000042,0,0,0,0.016429
Gonzalo Rubalcaba,Gonzalo Rubalcaba,,1,1,10,0.150063,0.155,0,0.001411,0.001411,26,0.000017,0,0,0,0.008903
Abdullah Ibrahim,Abdullah Ibrahim,,1,1,10,0.149931,0.15399,0,0.00034,0.00034,26,0.000019,0,0,0,0.00341
David Peaston,David Peaston,,1,2,9,0.156428,0.161053,0,0.000327,0.000327,26,0.000019,0,0,0,0.004354
Vanguard Jazz Orchestra,Vanguard Jazz Orchestra,,1,1,10,0.145139,0.148388,0,0.000051,0.000051,26,0.000021,0,0,0,0.001625
Danny Mixon,Danny Mixon,,1,1,10,0.152332,0.156346,0,0.000124,0.000124,26,0.00002,0,0,0,0.002924
Freddie Cole,Freddie Cole,,1,1,10,0.152332,0.156346,0,0.000124,0.000124,26,0.00002,0,0,0,0.002924
Egypt '80,Egypt '80,,1,1,10,0.151326,0.155259,0,0.000085,0.000085,26,0.000021,0,0,0,0.003726
Africa '70 (band),Africa '70 (band),,1,1,10,0.151326,0.155259,0,0.000085,0.000085,26,0.000021,0,0,0,0.003726
Ebo Taylor,Ebo Taylor,,1,1,10,0.151326,0.155259,0,0.000085,0.000085,26,0.000021,0,0,0,0.003726
Matt Guillory,Matt Guillory,,1,1,10,0.148381,0.152144,0,0.000039,0.000039,20,0.00002,0,0,0,0.002713
CB Church,CB Church,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
David Wray,David Wray,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
Alexandre Tharaud,Alexandre Tharaud,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
Arts College,Arts College,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
Steven Curtis Chapman,Steven Curtis Chapman,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
Chris Tomlin,Chris Tomlin,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
Evgeny Kissin,Evgeny Kissin,,1,1,10,0.147043,0.150666,0,0.000032,0.000032,20,0.000025,0,0,0,0.00297
Eat Static,Eat Static,,1,1,10,0.146392,0.149885,0,0.00003,0.00003,20,0.000024,0,0,0,0.002456
Amon Düül UK,Amon Düül UK,,1,1,10,0.146392,0.149885,0,0.00003,0.00003,20,0.000024,0,0,0,0.002456
Thomas Blug,Thomas Blug,,1,1,10,0.149868,0.153996,0,0.000047,0.000047,20,0.000022,0,0,0,0.003606
Pepe Deluxé,Pepe Deluxé,,1,1,10,0.149868,0.153996,0,0.000047,0.000047,20,0.000022,0,0,0,0.003606
Christophe Godin,Christophe Godin,,1,1,10,0.149868,0.153996,0,0.000047,0.000047,20,0.000022,0,0,0,0.003606
Mattias Eklundh,Mattias Eklundh,,1,1,10,0.149868,0.153996,0,0.000047,0.000047,20,0.000022,0,0,0,0.003606
Blotted Science,Blotted Science,,3,4,9,0.164616,0.170233,14529.153638,0.000211,0.000211,8,0.000048,0,0,0,0.014796
Julian Cannonball Adderley,Julian Cannonball Adderley,,1,1,10,0.154753,0.158892,0,0.000169,0.000169,5,0.000023,0,0,0,0.002594
Sara Niemietz,Sara Niemietz,,1,1,9,0.169093,0.174754,0,0.0005,0.0005,5,0.000017,0,0,0,0.009787
Dick Marx,Dick Marx,,1,2,9,0.169093,0.174754,0,0.0005,0.0005,5,0.000017,0,0,0,0.009787
Matt Scannell,Matt Scannell,,1,1,9,0.169093,0.174754,0,0.0005,0.0005,5,0.000017,0,0,0,0.009787
Grover Washington,Grover Washington,,1,1,9,0.161019,0.166288,0,0.000985,0.000985,26,0.000018,0,0,0,0.005892
Dave Tough (producer),Dave Tough (producer),,1,1,10,0.142803,0.145745,0,0.000021,0.000021,15,0.000025,0,0,0,0.001422
F. Reid Shippen,F. Reid Shippen,,1,1,10,0.142803,0.145745,0,0.000021,0.000021,15,0.000025,0,0,0,0.001422
A Flock Of Seagulls,A Flock Of Seagulls,,1,1,10,0.154662,0.158972,0,0.000096,0.000096,15,0.000021,0,0,0,0.007517
Jojo Mayer,Jojo Mayer,,1,1,9,0.167123,0.172269,0,0.000322,0.000322,14,0.000017,0,0,0,0.007081
Sukie,Sukie,,1,1,10,0.143801,0.146823,0,0.00002,0.00002,14,0.000024,0,0,0,0.001588
Lightning Seeds,Lightning Seeds,,1,1,10,0.143801,0.146823,0,0.00002,0.00002,14,0.000024,0,0,0,0.001588
Murry the Hump,Murry the Hump,,1,1,10,0.144752,0.147739,0,0.000025,0.000025,15,0.000025,0,0,0,0.001448
The Crimea (band),The Crimea (band),,1,1,10,0.144752,0.147739,0,0.000025,0.000025,15,0.000025,0,0,0,0.001448
Marcelo D2,Marcelo D2,,2,2,9,0.159966,0.1644,4494.380349,0.000093,0.000093,14,0.000037,0,0,0,0.005465
Fast Forward (band),Fast Forward (band),,2,3,9,0.164595,0.169553,1724.961449,0.000296,0.000296,23,0.000029,0,0,0,0.0076
Landscape (band),Landscape (band),,1,1,9,0.158011,0.162417,0,0.000218,0.000218,23,0.000018,0,0,0,0.004254
The Left Banke,The Left Banke,,1,2,9,0.158011,0.162417,0,0.000218,0.000218,23,0.000018,0,0,0,0.004254
Starz (band),Starz (band),,1,1,9,0.158011,0.162417,0,0.000218,0.000218,23,0.000018,0,0,0,0.004254
A.J. Croce,A.J. Croce,,1,1,9,0.159333,0.163262,0,0.000094,0.000094,15,0.000022,0,0,0,0.003926
Virus (Argentine band),Virus (Argentine band),,1,2,10,0.151378,0.155075,0,0.00006,0.00006,15,0.000021,0,0,0,0.003347
Bohemia Suburbana,Bohemia Suburbana,,1,1,10,0.151378,0.155075,0,0.00006,0.00006,15,0.000021,0,0,0,0.003347
Los Prisioneros,Los Prisioneros,,1,1,10,0.151378,0.155075,0,0.00006,0.00006,15,0.000021,0,0,0,0.003347
Andrea Echeverri,Andrea Echeverri,,1,1,10,0.151378,0.155075,0,0.00006,0.00006,15,0.000021,0,0,0,0.003347
Robin Clark,Robin Clark,,1,1,10,0.150463,0.153971,0,0.000048,0.000048,15,0.000025,0,0,0,0.00187
Marsha Ambrosious,Marsha Ambrosious,,1,1,10,0.150463,0.153971,0,0.000048,0.000048,15,0.000025,0,0,0,0.00187
Jobriath,Jobriath,,1,1,10,0.141217,0.144014,0,0.000017,0.000017,15,0.000027,0,0,0,0.001472
Amanda Palmer,Amanda Palmer,,2,2,10,0.14636,0.149639,219.129156,0.000034,0.000034,15,0.000046,0,0,0,0.003514
The Tiger Lillies,The Tiger Lillies,,1,1,10,0.141217,0.144014,0,0.000017,0.000017,15,0.000027,0,0,0,0.001472
Burning Spear,Burning Spear,,3,3,10,0.14239,0.145611,11780.098139,0.000019,0.000019,16,0.000047,0,0,0,0.006455
Sly & Robbie,Sly & Robbie,,1,1,10,0.142365,0.145414,0,0.000014,0.000014,16,0.000019,0,0,0,0.002392
Bunny Lee,Bunny Lee,,1,1,10,0.132663,0.135326,0,0.000008,0.000008,16,0.00002,0,0,0,0.003009
Pinchers,Pinchers,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
Coxsone Dodd,Coxsone Dodd,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
Third World,Third World,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
The Sound Dimensions,The Sound Dimensions,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
Now Generation Band,Now Generation Band,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
Freddie McGregor,Freddie McGregor,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
Dennis Brown,Dennis Brown,,1,1,11,0.125401,0.127849,0,0.000003,0.000003,16,0.000022,0,0,0,0.00288
Black Diamond Band,Black Diamond Band,,1,1,11,0.123942,0.126225,0,0.000004,0.000004,16,0.000021,0,0,0,0.001759
I-Threes,I-Threes,,1,1,11,0.123942,0.126225,0,0.000004,0.000004,16,0.000021,0,0,0,0.001759
Sally Kellerman,Sally Kellerman,,1,1,9,0.160086,0.1654,0,0.001443,0.001443,26,0.000018,0,0,0,0.007407
Sophie B. Hawkins,Sophie B. Hawkins,,1,1,9,0.160086,0.1654,0,0.001443,0.001443,26,0.000018,0,0,0,0.007407
Dr. Lonnie Smith,Dr. Lonnie Smith,,1,1,9,0.160086,0.1654,0,0.001443,0.001443,26,0.000018,0,0,0,0.007407
Jane Monheit,Jane Monheit,,1,1,9,0.160086,0.1654,0,0.001443,0.001443,26,0.000018,0,0,0,0.007407
Melba Moore,Melba Moore,,1,1,9,0.160086,0.1654,0,0.001443,0.001443,26,0.000018,0,0,0,0.007407
Paul Williams (songwriter),Paul Williams (songwriter),,1,1,9,0.160086,0.1654,0,0.001443,0.001443,26,0.000018,0,0,0,0.007407
Nahko and Medicine for the People,Nahko and Medicine for the People,,1,1,10,0.149227,0.153554,0,0.000082,0.000082,0,0.00002,0,0,0,0.003821
Michael Franti,Michael Franti,,2,2,9,0.165732,0.170916,6170.812391,0.000217,0.000217,0,0.00003,0,0,0,0.009092
Marcelo Falcão,Marcelo Falcão,,1,1,10,0.149227,0.153554,0,0.000082,0.000082,0,0.00002,0,0,0,0.003821
J Boog,J Boog,,1,1,10,0.149227,0.153554,0,0.000082,0.000082,0,0.00002,0,0,0,0.003821
Mambo Sauce (band),Mambo Sauce (band),,1,1,10,0.149227,0.153554,0,0.000082,0.000082,0,0.00002,0,0,0,0.003821
Jay Electronica,Jay Electronica,,1,1,9,0.170393,0.177466,0,0.001252,0.001252,0,0.000019,0,0,0,0.034851
Jumz,Jumz,,1,1,9,0.170393,0.177466,0,0.001252,0.001252,0,0.000019,0,0,0,0.034851
Bravehearts,Bravehearts,,1,1,9,0.170393,0.177466,0,0.001252,0.001252,0,0.000019,0,0,0,0.034851
Megahertz (record producer),Megahertz (record producer),,1,1,9,0.170393,0.177466,0,0.001252,0.001252,0,0.000019,0,0,0,0.034851
Bishop Nehru,Bishop Nehru,,1,1,9,0.170393,0.177466,0,0.001252,0.001252,0,0.000019,0,0,0,0.034851
